,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Speech Level,Model,Token,SHAP Value,Cue Type
41,41,41,41,41,6,kobert,▁평,-0.0044348599039949,
42,42,42,42,42,6,kobert,뭘,-0.0045636491850018,
43,43,43,43,43,6,kobert,▁목,0.0046617090702056,
44,44,44,44,44,6,kobert,일,0.005181493674172,
45,45,45,45,45,6,kobert,▁야,0.0051959994898149,Sentence ending
46,46,46,46,46,6,kobert,▁',0.0054172128438949,
47,47,47,47,47,6,kobert,▁앞,0.0057124049635604,
48,48,48,48,48,6,kobert,란,0.0057138552947435,
49,49,49,49,49,6,kobert,인,0.0058194667624775,
50,50,50,50,50,6,kobert,씨는,-0.0059036249294877,Honorific marker
51,51,51,51,51,6,kobert,▁구매,0.0059137493371963,
52,52,52,52,52,6,kobert,무,0.0060027540894225,
53,53,53,53,53,6,kobert,▁뭐,0.0061099721264326,
54,54,54,54,54,6,kobert,해,0.0061478372663259,Sentence ending
55,55,55,55,55,6,kobert,깎,-0.0061549532814145,
56,56,56,56,56,6,kobert,▁주는,0.0061824626754969,
57,57,57,57,57,6,kobert,▁수도,0.0062095134053379,
58,58,58,58,58,6,kobert,▁자신,0.0063938200473785,
59,59,59,59,59,6,kobert,▁날,0.006663924868917,
60,60,60,60,60,6,kobert,▁리,0.0067918389104306,
61,61,61,61,61,6,kobert,억,0.0068943451624363,
62,62,62,62,62,6,kobert,▁본,0.0069356016756501,
63,63,63,63,63,6,kobert,시,0.0069887944555375,Ambiguous
64,64,64,64,64,6,kobert,라는,0.0070299310609698,
65,65,65,65,65,6,kobert,▁의사,-0.0071550086140632,Addressee term
66,66,66,66,66,6,kobert,증,0.0072421673685312,
67,67,67,67,67,6,kobert,▁응,0.0075173111011584,
68,68,68,68,68,6,kobert,▁같,0.0075260542022685,
69,69,69,69,69,6,kobert,저,0.0076671922579407,
70,70,70,70,70,6,kobert,보,-0.0077375569380819,
71,71,71,71,71,6,kobert,▁언제,-0.0077423005132004,
72,72,72,72,72,6,kobert,▁오래,-0.0077716544037684,
73,73,73,73,73,6,kobert,쳐,0.0079066907637752,
74,74,74,74,74,6,kobert,▁애,-0.007981663569808,
75,75,75,75,75,6,kobert,▁사,0.008058208739385,
76,76,76,76,76,6,kobert,탈,-0.0081001395592466,
77,77,77,77,77,6,kobert,▁미,0.0083255120407557,
78,78,78,78,78,6,kobert,웬,-0.0085679195763077,
79,79,79,79,79,6,kobert,▁나라,0.0085736219771206,
80,80,80,80,80,6,kobert,▁상황,-0.0086063900962471,
81,81,81,81,81,6,kobert,휴,0.0088202785700559,
82,82,82,82,82,6,kobert,게,-0.0088593377440702,
83,83,83,83,83,6,kobert,칠,0.0090916274784831,
84,84,84,84,84,6,kobert,줌,0.0091262040659785,
85,85,85,85,85,6,kobert,발,0.0095596771789132,
86,86,86,86,86,6,kobert,▁청,0.0099070847500115,
87,87,87,87,87,6,kobert,▁보면,0.0102436551824212,
88,88,88,88,88,6,kobert,간,-0.0104467318160459,
89,89,89,89,89,6,kobert,▁수,-0.0106284682406112,
90,90,90,90,90,6,kobert,▁모르,0.0107771893769192,
91,91,91,91,91,6,kobert,▁것이,0.0108268120893626,
92,92,92,92,92,6,kobert,▁급,-0.0108859036117792,
93,93,93,93,93,6,kobert,참,0.0109901176183484,
94,94,94,94,94,6,kobert,각,0.0111133739410433,
95,95,95,95,95,6,kobert,▁봤다,0.0113352899206802,Sentence ending
96,96,96,96,96,6,kobert,▁유,0.0113831055350601,
97,97,97,97,97,6,kobert,▁담당,0.0115522965788841,
98,98,98,98,98,6,kobert,▁들,0.0115718161687254,
99,99,99,99,99,6,kobert,만,0.0116325305862119,
100,100,100,100,100,6,kobert,▁못,0.0118111957126529,
101,101,101,101,101,6,kobert,▁살,0.0119498614803887,
102,102,102,102,102,6,kobert,▁되,0.0121224984759464,
103,103,103,103,103,6,kobert,거,0.0121969683774902,
104,104,104,104,104,6,kobert,▁들어서,-0.012277964502573,
105,105,105,105,105,6,kobert,둑,0.0125431739215855,
106,106,106,106,106,6,kobert,▁상처,0.0126149552525021,
107,107,107,107,107,6,kobert,▁현,0.0127452360466122,
108,108,108,108,108,6,kobert,▁그냥,0.012750007212162,
109,109,109,109,109,6,kobert,니,0.0127542857080698,
110,110,110,110,110,6,kobert,▁되는,0.0128026467282325,
111,111,111,111,111,6,kobert,...,-0.0128450039774179,
112,112,112,112,112,6,kobert,▁꺼,0.0134136954002315,
113,113,113,113,113,6,kobert,리,0.0135402561032346,
114,114,114,114,114,6,kobert,▁노,0.0135855539701879,
115,115,115,115,115,6,kobert,그,0.0136471765581518,
116,116,116,116,116,6,kobert,았,-0.0138948268722742,
117,117,117,117,117,6,kobert,학,0.0139413080178201,
118,118,118,118,118,6,kobert,넌,0.0140144596807658,Address term
119,119,119,119,119,6,kobert,▁아직,-0.0142476325854659,
120,120,120,120,120,6,kobert,▁모두,0.0144455633126199,
121,121,121,121,121,6,kobert,잔,0.0146145868347957,
122,122,122,122,122,6,kobert,줬,-0.0146763226948678,
123,123,123,123,123,6,kobert,▁대,0.0146908108144998,
124,124,124,124,124,6,kobert,▁있다,0.0147426687180995,Sentence ending
125,125,125,125,125,6,kobert,▁있는,0.0147685199626721,
126,126,126,126,126,6,kobert,▁감,0.014865156263113,
127,127,127,127,127,6,kobert,고,0.0150374783924134,
128,128,128,128,128,6,kobert,▁근,0.0153037608639958,
129,129,129,129,129,6,kobert,▁주,0.0153044471226166,
130,130,130,130,130,6,kobert,▁벌,0.0153544342610985,
131,131,131,131,131,6,kobert,해야,0.0154176104115322,Other
132,132,132,132,132,6,kobert,난,-0.0155492082703858,
133,133,133,133,133,6,kobert,졌,0.0155883729457855,
134,134,134,134,134,6,kobert,▁여기,0.0157611423055641,
135,135,135,135,135,6,kobert,으면,0.0158107350580394,
136,136,136,136,136,6,kobert,데,0.015982557029929,
137,137,137,137,137,6,kobert,하던,0.0160564718535169,
138,138,138,138,138,6,kobert,했,-0.016090739169158,
139,139,139,139,139,6,kobert,뭔,0.0161062402185052,
140,140,140,140,140,6,kobert,▁다,0.0161248311924282,Sentence ending
141,141,141,141,141,6,kobert,▁체,0.0162469260394573,
142,142,142,142,142,6,kobert,▁연락,0.0162793908966705,
143,143,143,143,143,6,kobert,을,0.0164003256345495,
144,144,144,144,144,6,kobert,▁시간,0.0164024718105793,
145,145,145,145,145,6,kobert,꽤,-0.0164222694002091,
146,146,146,146,146,6,kobert,▁자전거,0.0165056996047496,
147,147,147,147,147,6,kobert,줘,0.016646665346343,
148,148,148,148,148,6,kobert,▁4,0.0168393738567829,
149,149,149,149,149,6,kobert,▁떨어진,0.0170596130192279,
150,150,150,150,150,6,kobert,멈,0.0171744157196371,
151,151,151,151,151,6,kobert,죽,0.0173586022574454,
152,152,152,152,152,6,kobert,주,0.017396062069262,
153,153,153,153,153,6,kobert,▁군,0.0176544282585382,
154,154,154,154,154,6,kobert,▁느낌,0.0181786594912409,
155,155,155,155,155,6,kobert,▁좀,0.0182440663920715,
156,156,156,156,156,6,kobert,▁때,0.0183504781380179,
157,157,157,157,157,6,kobert,▁차이,0.0186175853013992,
158,158,158,158,158,6,kobert,놈,0.0187761815323028,
159,159,159,159,159,6,kobert,▁세상,0.0187888843938708,
160,160,160,160,160,6,kobert,▁붙,-0.0190439690995845,
161,161,161,161,161,6,kobert,잊,0.0196296976646408,
162,162,162,162,162,6,kobert,레,0.0199772622436285,
163,163,163,163,163,6,kobert,값,0.0199795705266296,
164,164,164,164,164,6,kobert,▁돌아,-0.0200113034807145,
165,165,165,165,165,6,kobert,간다,0.0200409889221191,Sentence ending
166,166,166,166,166,6,kobert,▁타고,-0.0201039430685341,
167,167,167,167,167,6,kobert,윗,0.0201641991734504,
168,168,168,168,168,6,kobert,날,0.020164618617855,
169,169,169,169,169,6,kobert,▁이,0.0202193975500348,
170,170,170,170,170,6,kobert,▁네,0.0202839449048042,
171,171,171,171,171,6,kobert,▁진짜,0.020352757848741,
172,172,172,172,172,6,kobert,▁여,-0.0203665858134627,
173,173,173,173,173,6,kobert,▁데,0.0203883815556764,
174,174,174,174,174,6,kobert,▁처,0.0204708744131494,
175,175,175,175,175,6,kobert,방,0.0205231795553118,
176,176,176,176,176,6,kobert,렀,0.020624253898859,
177,177,177,177,177,6,kobert,▁사무실,0.0207230043597519,
178,178,178,178,178,6,kobert,소,0.0207350411219522,
179,179,179,179,179,6,kobert,보다,0.0207569767953827,Sentence ending
180,180,180,180,180,6,kobert,댔,-0.0211155085708014,
181,181,181,181,181,6,kobert,▁맛,0.0212285819579847,
182,182,182,182,182,6,kobert,▁확,0.021310188807547,
183,183,183,183,183,6,kobert,가,0.0214528896197277,
184,184,184,184,184,6,kobert,어,-0.0215697181540437,Ambiguous
185,185,185,185,185,6,kobert,랬,0.0217049249185947,
186,186,186,186,186,6,kobert,급,0.0217508152127265,
187,187,187,187,187,6,kobert,내,0.0219396436659735,
188,188,188,188,188,6,kobert,▁해,0.0220153897535055,Sentence ending
189,189,189,189,189,6,kobert,갑,0.0220381062633047,
190,190,190,190,190,6,kobert,은,0.0220835668345292,
191,191,191,191,191,6,kobert,▁순간,0.0221022446639835,
192,192,192,192,192,6,kobert,내가,0.0229733828455209,Address term
193,193,193,193,193,6,kobert,치,0.0229735200021726,
194,194,194,194,194,6,kobert,▁하다,0.022973520681262,Sentence ending
195,195,195,195,195,6,kobert,▁갈,0.0230161207582568,
196,196,196,196,196,6,kobert,쏘,0.0232872951164608,
197,197,197,197,197,6,kobert,▁공,0.0232887043966911,
198,198,198,198,198,6,kobert,루,0.0235717706382274,
199,199,199,199,199,6,kobert,▁치열,0.0237381421029567,
200,200,200,200,200,6,kobert,▁우리,0.0237920883228071,Addressee term
201,201,201,201,201,6,kobert,▁불가능,0.0238300100900232,
202,202,202,202,202,6,kobert,이라도,-0.0238569036591798,
203,203,203,203,203,6,kobert,▁너무,0.0239541560877114,
204,204,204,204,204,6,kobert,▁아니,0.0245498828589916,
205,205,205,205,205,6,kobert,과,0.0246073976159095,
206,206,206,206,206,6,kobert,▁보고,0.0248399805277586,
207,207,207,207,207,6,kobert,금,0.0252241249351451,
208,208,208,208,208,6,kobert,지,0.0252529474576779,
209,209,209,209,209,6,kobert,▁않은,0.0253654960542917,
210,210,210,210,210,6,kobert,지가,0.0256052818149328,
211,211,211,211,211,6,kobert,▁나올,0.0256934589706361,
212,212,212,212,212,6,kobert,▁오빠,0.0257512386888265,Addressee term
213,213,213,213,213,6,kobert,치는,0.0259922067634761,
214,214,214,214,214,6,kobert,▁상대,-0.0260096862912178,
215,215,215,215,215,6,kobert,▁마,0.0263564952474553,
216,216,216,216,216,6,kobert,서,0.026417240112399,
217,217,217,217,217,6,kobert,▁또,0.0266346842981874,
218,218,218,218,218,6,kobert,▁굴,0.0268223397433757,
219,219,219,219,219,6,kobert,구,0.0268373287593324,
220,220,220,220,220,6,kobert,▁그,0.0269277200102806,
221,221,221,221,221,6,kobert,▁않고,0.0269282888621091,
222,222,222,222,222,6,kobert,▁나는,-0.0271092953043989,Address term
223,223,223,223,223,6,kobert,하기,0.027233013883233,
224,224,224,224,224,6,kobert,▁,0.0275343883337675,
225,225,225,225,225,6,kobert,걸,0.0276190862059593,
226,226,226,226,226,6,kobert,기,0.027642946058352,
227,227,227,227,227,6,kobert,째,0.0276559460908174,
228,228,228,228,228,6,kobert,▁장,0.0277473190799355,
229,229,229,229,229,6,kobert,▁옛,0.0278798856306821,
230,230,230,230,230,6,kobert,척,-0.0279528719838708,
231,231,231,231,231,6,kobert,▁먹,0.0281248489288069,
232,232,232,232,232,6,kobert,▁문,0.0282645712917049,
233,233,233,233,233,6,kobert,▁위한,0.0283606983721256,
234,234,234,234,234,6,kobert,나,0.0286823419931655,
235,235,235,235,235,6,kobert,",",0.0287924881229473,
236,236,236,236,236,6,kobert,▁적,0.0289033111184835,
237,237,237,237,237,6,kobert,▁귀,0.0290165492333471,
238,238,238,238,238,6,kobert,▁절대,-0.0292986483837012,
239,239,239,239,239,6,kobert,인데,0.0295607621083036,
240,240,240,240,240,6,kobert,▁서울,0.0296077784150838,
241,241,241,241,241,6,kobert,아,0.0297814654986723,
242,242,242,242,242,6,kobert,이,0.0298267953183191,
243,243,243,243,243,6,kobert,겠,0.02983775944449,
244,244,244,244,244,6,kobert,▁약속,0.0299461859976872,
245,245,245,245,245,6,kobert,▁골,0.0300638563930988,
246,246,246,246,246,6,kobert,?,0.030119624779624,
247,247,247,247,247,6,kobert,고등학교,0.0302818147465586,
248,248,248,248,248,6,kobert,를,0.0304013911634683,
249,249,249,249,249,6,kobert,었,0.0304059292781554,
250,250,250,250,250,6,kobert,▁각,0.030417697969824,
251,251,251,251,251,6,kobert,▁경,0.0304648292367346,
252,252,252,252,252,6,kobert,▁나,0.0308737669256515,
253,253,253,253,253,6,kobert,▁동,0.0311072659678757,
254,254,254,254,254,6,kobert,▁왜,0.0311916578139062,
255,255,255,255,255,6,kobert,▁아빠,0.0312257139012217,Addressee term
256,256,256,256,256,6,kobert,▁아,0.0312427478759976,
257,257,257,257,257,6,kobert,할,0.0314172082580626,
258,258,258,258,258,6,kobert,신,0.0317369195011754,
259,259,259,259,259,6,kobert,짙,0.0317536976363044,
260,260,260,260,260,6,kobert,까지,0.0317857745103538,
261,261,261,261,261,6,kobert,▁지방,0.031808020081371,
262,262,262,262,262,6,kobert,▁않,0.0320900515313648,
263,263,263,263,263,6,kobert,네,0.0323810006957501,
264,264,264,264,264,6,kobert,▁올라,0.0324092780938372,
265,265,265,265,265,6,kobert,▁대체,0.0325604882091283,
266,266,266,266,266,6,kobert,▁어떻게,0.0326838456094265,
267,267,267,267,267,6,kobert,▁열,0.0327316250574464,
268,268,268,268,268,6,kobert,는,0.0329322323920099,
269,269,269,269,269,6,kobert,질,0.0336503526195883,
270,270,270,270,270,6,kobert,하고,0.0338628669269382,
271,271,271,271,271,6,kobert,▁말,0.0340142784019311,
272,272,272,272,272,6,kobert,요,0.0342243928462266,Sentence ending
273,273,273,273,273,6,kobert,▁반,0.0342613898683339,
274,274,274,274,274,6,kobert,▁박,0.0344290966168046,
275,275,275,275,275,6,kobert,▁온,0.0346988188102841,
276,276,276,276,276,6,kobert,려,0.0347889461409067,
277,277,277,277,277,6,kobert,사를,0.034793484956026,
278,278,278,278,278,6,kobert,붕,0.0353827830404043,
279,279,279,279,279,6,kobert,한,0.0354660307962654,
280,280,280,280,280,6,kobert,▁걱정,0.035563688725233,
281,281,281,281,281,6,kobert,▁봐,0.0361807922357305,
282,282,282,282,282,6,kobert,▁해도,0.0362572018057107,
283,283,283,283,283,6,kobert,으면서,0.0363005194813013,
284,284,284,284,284,6,kobert,에,0.0363891063856759,
285,285,285,285,285,6,kobert,▁그래서,0.0364482551813125,
286,286,286,286,286,6,kobert,허,0.0365841686725616,
287,287,287,287,287,6,kobert,들,0.0367749668657779,
288,288,288,288,288,6,kobert,▁것을,0.0370450355112552,
289,289,289,289,289,6,kobert,훈,0.0371279492974281,
290,290,290,290,290,6,kobert,거리,0.0372127071022987,
291,291,291,291,291,6,kobert,전을,0.0372780952602624,
292,292,292,292,292,6,kobert,▁뿐,-0.0374491162947379,
293,293,293,293,293,6,kobert,▁하,0.0374499652534723,
294,294,294,294,294,6,kobert,▁걸,0.0379384290426969,
295,295,295,295,295,6,kobert,▁거,0.0384558091198934,
296,296,296,296,296,6,kobert,▁다리,0.0386547818779945,
297,297,297,297,297,6,kobert,▁저,0.0389294316992163,
298,298,298,298,298,6,kobert,▁친,0.0393640734255313,
299,299,299,299,299,6,kobert,▁팔,0.039608240371308,
300,300,300,300,300,6,kobert,▁소,0.0396430654509458,
301,301,301,301,301,6,kobert,▁서민,0.0396627523005008,
302,302,302,302,302,6,kobert,▁한,0.0397815312026068,
303,303,303,303,303,6,kobert,▁이제,0.0404606633819639,
304,304,304,304,304,6,kobert,▁상담,0.0407464168965816,
305,305,305,305,305,6,kobert,▁지금,0.0408262082686026,
306,306,306,306,306,6,kobert,생,0.0409928429871797,
307,307,307,307,307,6,kobert,▁친구,0.0410085590556263,
308,308,308,308,308,6,kobert,겠지만,0.0411113307345658,
309,309,309,309,309,6,kobert,▁돼,0.0411344825988635,
310,310,310,310,310,6,kobert,▁있지만,0.0411916496232152,
311,311,311,311,311,6,kobert,놨,-0.0412457954371348,
312,312,312,312,312,6,kobert,▁카드,0.0416137594729661,
313,313,313,313,313,6,kobert,팔,0.0418095588684082,
314,314,314,314,314,6,kobert,야,0.0419715075598408,Sentence ending
315,315,315,315,315,6,kobert,▁고민,0.0424439194612205,
316,316,316,316,316,6,kobert,▁이런,0.0426503177732229,
317,317,317,317,317,6,kobert,▁어디,0.0426949672400951,
318,318,318,318,318,6,kobert,▁우,0.0430807047523558,
319,319,319,319,319,6,kobert,▁얼마,0.0431100030546076,
320,320,320,320,320,6,kobert,▁고,0.0433139474480412,
321,321,321,321,321,6,kobert,▁상,0.0434267012945686,
322,322,322,322,322,6,kobert,뚝,0.0435057172799133,
323,323,323,323,323,6,kobert,▁이미,0.0436692778021097,
324,324,324,324,324,6,kobert,유,0.0438065300695598,
325,325,325,325,325,6,kobert,',0.044114489108324,
326,326,326,326,326,6,kobert,릴,0.0443855738267302,
327,327,327,327,327,6,kobert,▁새,0.0443940088152885,
328,328,328,328,328,6,kobert,▁대단,0.0444035604596138,
329,329,329,329,329,6,kobert,▁또는,0.044431971386075,
330,330,330,330,330,6,kobert,녀,0.0449820624198764,
331,331,331,331,331,6,kobert,▁비,0.0449992567300796,
332,332,332,332,332,6,kobert,▁때문,0.0450424752198159,
333,333,333,333,333,6,kobert,▁위기,0.0453056215774267,
334,334,334,334,334,6,kobert,▁심,0.0453544128686189,
335,335,335,335,335,6,kobert,체,0.0457238107919693,
336,336,336,336,336,6,kobert,▁그러,0.0459178385572158,
337,337,337,337,337,6,kobert,▁금,0.0465265586972236,
338,338,338,338,338,6,kobert,▁너,0.0465594512848731,
339,339,339,339,339,6,kobert,.,-0.0465929303318262,
340,340,340,340,340,6,kobert,▁없는,0.046831295825541,
341,341,341,341,341,6,kobert,▁인,0.0468392614275217,
342,342,342,342,342,6,kobert,▁눈,-0.0470065008848905,
343,343,343,343,343,6,kobert,▁분명,0.047254865989089,
344,344,344,344,344,6,kobert,친,0.0476341601461172,
345,345,345,345,345,6,kobert,▁일이,0.0477540243882685,
346,346,346,346,346,6,kobert,부,0.0482657086104154,
347,347,347,347,347,6,kobert,▁헤,0.0483014490455389,
348,348,348,348,348,6,kobert,▁것은,-0.0483610199298709,
349,349,349,349,349,6,kobert,▁남,0.0485503114759922,
350,350,350,350,350,6,kobert,화,0.0486129187047481,
351,351,351,351,351,6,kobert,에게,0.0487146493978798,
352,352,352,352,352,6,kobert,의,0.0487200980507103,
353,353,353,353,353,6,kobert,왕,0.0488498695194721,
354,354,354,354,354,6,kobert,▁번,0.0488660810515284,
355,355,355,355,355,6,kobert,▁행사,0.0488952342420816,
356,356,356,356,356,6,kobert,▁밀려,0.0492010377347469,
357,357,357,357,357,6,kobert,▁부,0.0493250284343957,
358,358,358,358,358,6,kobert,헤,0.0494599156081676,
359,359,359,359,359,6,kobert,49,0.0498229805380106,
360,360,360,360,360,6,kobert,모,0.0498253321275115,
361,361,361,361,361,6,kobert,하,0.0499362558766733,
362,362,362,362,362,6,kobert,▁운동,0.0499509293586015,
363,363,363,363,363,6,kobert,▁한번,0.0512430062517523,
364,364,364,364,364,6,kobert,▁정말,-0.0513638343982165,
365,365,365,365,365,6,kobert,여,0.0517208194360137,
366,366,366,366,366,6,kobert,▁다니,0.0518982969806529,
367,367,367,367,367,6,kobert,한테,0.05206232269605,
368,368,368,368,368,6,kobert,▁경우,0.0522266123443841,
369,369,369,369,369,6,kobert,님,0.0524186181525389,Honorific marker
370,370,370,370,370,6,kobert,▁사람,0.052599734859541,
371,371,371,371,371,6,kobert,▁그렇게,0.0531398118473589,
372,372,372,372,372,6,kobert,▁따,0.0533444760367274,
373,373,373,373,373,6,kobert,▁맨,-0.0535452952608466,
374,374,374,374,374,6,kobert,▁탄,0.0538529204204678,
375,375,375,375,375,6,kobert,러,0.0540780555456876,
376,376,376,376,376,6,kobert,마,0.0541163686066283,
377,377,377,377,377,6,kobert,주의,0.0542214005254209,
378,378,378,378,378,6,kobert,수,0.0545321960235014,
379,379,379,379,379,6,kobert,▁터,0.0546690840274095,
380,380,380,380,380,6,kobert,▁열심히,0.0552648585289716,
381,381,381,381,381,6,kobert,▁흔들,0.0553847058909013,
382,382,382,382,382,6,kobert,▁게,0.0563242615171475,
383,383,383,383,383,6,kobert,▁간,0.056583646684885,
384,384,384,384,384,6,kobert,라도,0.0567831993103027,
385,385,385,385,385,6,kobert,▁하지,0.0568389761319849,
386,386,386,386,386,6,kobert,▁설,0.0570227149873971,
387,387,387,387,387,6,kobert,도,0.0576377786429865,
388,388,388,388,388,6,kobert,▁다음,0.0582240149378776,
389,389,389,389,389,6,kobert,▁아니라,0.0585800800472497,
390,390,390,390,390,6,kobert,▁회사,0.0587422149255871,
391,391,391,391,391,6,kobert,갔다,0.0587613005191087,Sentence ending
392,392,392,392,392,6,kobert,로,0.0590053872438147,
393,393,393,393,393,6,kobert,▁머리,0.059087086468935,
394,394,394,394,394,6,kobert,▁불,0.0599993169307708,
395,395,395,395,395,6,kobert,▁신,0.0602280353050446,
396,396,396,396,396,6,kobert,상,0.0605604995507746,
397,397,397,397,397,6,kobert,▁손,0.0616381550207734,
398,398,398,398,398,6,kobert,▁안,0.0618561180550993,
399,399,399,399,399,6,kobert,권,0.0619135359302163,
400,400,400,400,400,6,kobert,▁기분,0.0620969552546739,
401,401,401,401,401,6,kobert,됐,0.0621613904368132,
402,402,402,402,402,6,kobert,▁나아가,0.062342120334506,
403,403,403,403,403,6,kobert,떡,0.0624959375709295,
404,404,404,404,404,6,kobert,▁태,0.0634270710870623,
405,405,405,405,405,6,kobert,▁그동안,0.0648529641330242,
406,406,406,406,406,6,kobert,▁속,0.0649210643023252,
407,407,407,407,407,6,kobert,▁가지,0.0655127614736557,
408,408,408,408,408,6,kobert,났,0.0667143105116944,
409,409,409,409,409,6,kobert,▁복귀,0.0669298730790615,
410,410,410,410,410,6,kobert,▁명,0.0676533388905227,
411,411,411,411,411,6,kobert,▁보,0.0684171250322833,
412,412,412,412,412,6,kobert,얼,0.0687347529456019,
413,413,413,413,413,6,kobert,힐,0.0690047262469306,
414,414,414,414,414,6,kobert,싶,0.0691670044325292,
415,415,415,415,415,6,kobert,▁일을,0.0699537117034196,
416,416,416,416,416,6,kobert,▁기,0.0702115991734899,
417,417,417,417,417,6,kobert,씨,0.0710905836895108,Ambiguous
418,418,418,418,418,6,kobert,춰,0.0712571786352782,
419,419,419,419,419,6,kobert,▁얼굴,0.0716400342062115,
420,420,420,420,420,6,kobert,▁편,0.071773063391447,
421,421,421,421,421,6,kobert,워,0.0720250066369772,
422,422,422,422,422,6,kobert,며,0.0732472976669669,
423,423,423,423,423,6,kobert,▁일,0.074538082582876,
424,424,424,424,424,6,kobert,▁3,0.0745934974402189,
425,425,425,425,425,6,kobert,▁걷,0.0753032825887203,
426,426,426,426,426,6,kobert,▁연,0.0758067313581705,
427,427,427,427,427,6,kobert,▁잠,0.0764183867722749,
428,428,428,428,428,6,kobert,홈쇼핑,0.0769605115056037,
429,429,429,429,429,6,kobert,▁길,0.0773447430692613,
430,430,430,430,430,6,kobert,자,0.0773829647708529,
431,431,431,431,431,6,kobert,다,0.0784587766975164,Sentence ending
432,432,432,432,432,6,kobert,복,0.0792764350771904,
433,433,433,433,433,6,kobert,▁모든,0.079807517118752,
434,434,434,434,434,6,kobert,▁교,0.0799464061856269,
435,435,435,435,435,6,kobert,호,0.0806758161634206,
436,436,436,436,436,6,kobert,▁그리고,0.0807308424264192,
437,437,437,437,437,6,kobert,싸움,0.0814166548661887,
438,438,438,438,438,6,kobert,들을,0.0814517671242356,
439,439,439,439,439,6,kobert,와,0.0816055089235305,
440,440,440,440,440,6,kobert,▁오,0.0828565713018179,
441,441,441,441,441,6,kobert,▁갖,0.084354774095118,
442,442,442,442,442,6,kobert,▁것,0.084563901182264,
443,443,443,443,443,6,kobert,물을,0.0848991610109806,
444,444,444,444,444,6,kobert,털,0.0850847326219081,
445,445,445,445,445,6,kobert,▁커피,0.085426521487534,
446,446,446,446,446,6,kobert,▁함,0.0855528526008129,
447,447,447,447,447,6,kobert,꼬,0.0879137576557695,
448,448,448,448,448,6,kobert,▁장난,0.0882623773068189,
449,449,449,449,449,6,kobert,어야,-0.0892948692198842,Ambiguous
450,450,450,450,450,6,kobert,▁좋,0.0894041550345718,
451,451,451,451,451,6,kobert,▁묘,0.0912820445373654,
452,452,452,452,452,6,kobert,절,0.0913972556591034,
453,453,453,453,453,6,kobert,▁많이,0.0919223092496395,
454,454,454,454,454,6,kobert,▁어떤,0.0925616389140486,
455,455,455,455,455,6,kobert,▁쪽,0.0932597070932388,
456,456,456,456,456,6,kobert,▁숙,0.0935670807957649,
457,457,457,457,457,6,kobert,▁치,0.0946153327822685,
458,458,458,458,458,6,kobert,색,0.0953543632058426,
